CO,NO2,PM2.5,SO2,source_label,health_impact,Precautionary_Measures,AQI
0.767,2.28,16.67,1.42,Natural background air,Moderate,Consider reducing prolonged outdoor physical activity,8.7185
4.797,65.14,47.01,8.77,Traffic congestion,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,25.9035
6.769,15.83,194.17,11.21,Waste burning,Very unhealthy,Postpone all unnecessary outdoor travel and work,100.4695
5.008,16.59,185.6,5.72,Biomass burning,Hazardous,All individuals should immediately seek indoor shelter,95.304
1.875,35.41,57.91,31.06,Power plant emissions,Unhealthy,Wear a high-efficiency particulate air mask outdoors,29.8925
5.841,9.93,126.28,1.63,Biomass burning,Unhealthy,Postpone outdoor sports and strenuous activities today,66.0605
4.033,9.33,144.81,1.67,Domestic cooking/heating smoke,Unhealthy,Ensure proper ventilation with an air filter system,74.4215
1.5,10.4,298.33,2.78,Construction dust,Hazardous,Evacuate from affected areas if public safety permits,149.915
1.256,4.13,283.82,6.34,Construction dust,Hazardous,Use high-quality N95 respirator masks if unavoidable,142.538
2.369,33.21,41.95,29.16,Power plant emissions,Unhealthy for sensitive groups,Limit time spent in high-traffic or dusty areas,22.1595
3.375,18.13,112.11,6.67,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,57.7425
1.052,12.13,185.76,5.24,Construction dust,Very unhealthy,Keep windows sealed and use indoor air circulation,93.406
6.849,18.91,138.92,0.19,Waste burning,Unhealthy,Ensure proper ventilation with an air filter system,72.8845
7.271,76.07,37.12,3.47,Traffic congestion,Unhealthy for sensitive groups,Children and seniors should reduce prolonged exertion outside,22.1955
2.872,63.14,91.48,20.03,Industrial emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,47.176
3.993,22.04,133.46,6.85,Domestic cooking/heating smoke,Unhealthy,Ensure proper ventilation with an air filter system,68.7265
2.461,14.32,85.65,9.21,Domestic cooking/heating smoke,Unhealthy,Avoid all non-essential outdoor physical exertion,44.0555
2.285,76.16,98.78,39.79,Industrial emissions,Unhealthy,Consider wearing an N95 respirator mask outdoors,50.5325
3.946,6.69,62.34,9.65,Domestic cooking/heating smoke,Unhealthy,Avoid all non-essential outdoor physical exertion,33.143
0.96,5.6,12.33,2.9,Natural background air,Moderate,Stay informed on daily air quality forecasts,6.645
5.93,15.4,245.12,10.73,Waste burning,Very unhealthy,Postpone all unnecessary outdoor travel and work,125.525
4.278,12.25,190.54,5.11,Waste burning,Very unhealthy,It is strongly advised to remain indoors now,97.409
0.525,3.63,12.08,4.43,Natural background air,Moderate,Stay informed on daily air quality forecasts,6.3025
5.41,18.58,129.21,9.06,Biomass burning,Unhealthy,Use an air purifier to improve indoor air quality,67.31
1.001,13.41,23.0,0.28,Natural background air,Moderate,Be mindful of your body's health reactions,12.0005
3.173,6.85,113.16,9.66,Biomass burning,Unhealthy,Ensure proper ventilation with an air filter system,58.1665
0.41,7.31,21.96,2.64,Natural background air,Moderate,Be mindful of your body's health reactions,11.185
3.595,0.82,103.33,4.08,Domestic cooking/heating smoke,Unhealthy,Stay indoors with windows and doors securely closed,53.4625
1.654,8.44,257.43,7.14,Construction dust,Hazardous,Use high-quality N95 respirator masks if unavoidable,129.542
3.384,15.31,81.0,4.17,Biomass burning,Unhealthy,Use an air purifier to improve indoor air quality,42.192
3.174,19.16,193.18,7.85,Biomass burning,Very unhealthy,Postpone all unnecessary outdoor travel and work,98.177
6.295,69.04,36.93,9.31,Traffic congestion,Unhealthy for sensitive groups,Monitor your symptoms and seek medical advice,21.6125
2.496,0.05,124.97,7.32,Domestic cooking/heating smoke,Unhealthy,Ensure proper ventilation with an air filter system,63.733
0.701,5.65,13.34,0.0,Natural background air,Moderate,Keep an eye on air quality updates hourly,7.0205
0.56,8.47,136.78,4.14,Construction dust,Unhealthy,Ensure proper ventilation with an air filter system,68.67
1.526,74.81,64.86,28.86,Industrial emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,33.193
3.196,9.75,85.0,0.63,Biomass burning,Unhealthy,Avoid all non-essential outdoor physical exertion,44.098
6.209,24.88,230.92,8.65,Waste burning,Very unhealthy,It is strongly advised to remain indoors now,118.5645
6.333,28.26,155.36,9.61,Waste burning,Very unhealthy,"Cancel all outdoor activities, including school sports",80.8465
3.02,1.97,100.41,2.61,Domestic cooking/heating smoke,Unhealthy,Consider wearing an N95 respirator mask outdoors,51.715
4.216,0.34,83.11,2.14,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,43.663
8.273,38.47,45.17,6.07,Traffic congestion,Unhealthy for sensitive groups,Vulnerable populations advised to avoid outdoor exposure,26.7215
9.113,43.12,40.77,1.29,Traffic congestion,Unhealthy for sensitive groups,Children and seniors should reduce prolonged exertion outside,24.9415
4.432,21.96,188.25,8.12,Waste burning,Very unhealthy,Postpone all unnecessary outdoor travel and work,96.341
6.27,61.98,47.17,5.36,Traffic congestion,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,26.72
6.695,31.17,149.33,10.15,Waste burning,Unhealthy,Postpone outdoor sports and strenuous activities today,78.0125
9.224,54.88,56.31,8.0,Traffic congestion,Unhealthy,Use an air purifier to improve indoor air quality,32.767
1.071,5.91,272.83,4.93,Construction dust,Hazardous,Outdoor activities are dangerous for all population groups,136.9505
0.456,13.83,14.81,1.9,Natural background air,Moderate,Stay informed on daily air quality forecasts,7.633
3.867,41.89,64.51,16.18,Industrial emissions,Unhealthy for sensitive groups,Limit time spent in high-traffic or dusty areas,34.1885
3.092,74.33,93.68,34.07,Industrial emissions,Unhealthy,Use an air purifier to improve indoor air quality,48.386
3.604,80.49,105.51,23.31,Industrial emissions,Unhealthy,Consider wearing an N95 respirator mask outdoors,54.557
0.797,4.75,204.66,2.86,Construction dust,Very unhealthy,It is strongly advised to remain indoors now,102.7285
3.468,61.76,97.06,18.29,Industrial emissions,Unhealthy,Consider wearing an N95 respirator mask outdoors,50.264
4.03,14.58,158.62,8.46,Biomass burning,Very unhealthy,"Cancel all outdoor activities, including school sports",81.325
1.419,0.32,195.99,7.76,Construction dust,Very unhealthy,Postpone all unnecessary outdoor travel and work,98.7045
7.492,14.22,108.99,10.76,Waste burning,Unhealthy,Avoid all non-essential outdoor physical exertion,58.241
6.352,18.83,220.17,8.32,Waste burning,Very unhealthy,Use an air filter or purifier in your home,113.261
2.29,26.58,78.02,22.29,Power plant emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,40.155
3.726,14.28,178.88,8.04,Biomass burning,Very unhealthy,Avoid exposure to outdoor air as much as possible,91.303
7.825,19.42,151.55,0.94,Waste burning,Very unhealthy,Wear a certified respirator mask when stepping outside,79.6875
2.69,38.23,64.36,30.07,Power plant emissions,Unhealthy,Postpone outdoor sports and strenuous activities today,33.525
3.082,1.3,136.21,9.09,Biomass burning,Unhealthy,Wear a high-efficiency particulate air mask outdoors,69.646
1.302,1.74,13.41,2.19,Natural background air,Moderate,Stay informed on daily air quality forecasts,7.356
9.623,65.11,44.95,0.97,Traffic congestion,Unhealthy for sensitive groups,Vulnerable populations advised to avoid outdoor exposure,27.2865
1.025,4.02,11.37,2.35,Natural background air,Moderate,Continue with normal activities but remain vigilant,6.1975
4.622,40.6,26.58,3.25,Traffic congestion,Moderate,Be mindful of your body's health reactions,15.601
5.38,11.37,131.43,6.28,Waste burning,Unhealthy,Stay indoors with windows and doors securely closed,68.405
7.991,21.29,153.85,6.01,Waste burning,Very unhealthy,It is strongly advised to remain indoors now,80.9205
2.004,42.28,52.67,35.96,Industrial emissions,Unhealthy for sensitive groups,People with respiratory issues must stay indoors,27.337
2.942,85.0,67.8,38.25,Industrial emissions,Unhealthy,Stay indoors with windows and doors securely closed,35.371
9.448,61.59,29.09,9.4,Traffic congestion,Moderate,Keep an eye on air quality updates hourly,19.269
2.806,7.19,119.45,9.69,Domestic cooking/heating smoke,Unhealthy,Avoid all non-essential outdoor physical exertion,61.128
6.465,58.42,30.43,1.82,Traffic congestion,Moderate,Be mindful of your body's health reactions,18.4475
2.169,12.28,143.51,1.05,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,72.8395
7.314,12.0,172.05,9.45,Waste burning,Very unhealthy,Use an air filter or purifier in your home,89.682
4.926,20.42,136.88,9.38,Domestic cooking/heating smoke,Unhealthy,Wear a high-efficiency particulate air mask outdoors,70.903
3.963,42.97,110.83,29.89,Industrial emissions,Unhealthy,Use an air purifier to improve indoor air quality,57.3965
0.62,1.29,2.27,4.62,Natural background air,Good,It is a great day for outdoor recreation,1.445
4.493,4.09,151.34,1.86,Biomass burning,Very unhealthy,Use an air filter or purifier in your home,77.9165
0.48,1.25,287.2,5.8,Construction dust,Hazardous,Outdoor activities are dangerous for all population groups,143.84
3.889,57.75,94.65,38.37,Industrial emissions,Unhealthy,Ensure proper ventilation with an air filter system,49.2695
0.459,2.99,127.76,6.43,Construction dust,Unhealthy,Consider wearing an N95 respirator mask outdoors,64.1095
7.462,12.57,119.77,14.69,Waste burning,Unhealthy,Wear a high-efficiency particulate air mask outdoors,63.616
1.898,45.64,58.55,30.64,Power plant emissions,Unhealthy,Use an air purifier to improve indoor air quality,30.224
0.078,2.8,20.78,3.83,Natural background air,Moderate,Be mindful of your body's health reactions,10.429
1.822,33.97,30.98,46.5,Power plant emissions,Moderate,Continue with normal activities but remain vigilant,16.401
1.617,46.95,93.44,34.59,Industrial emissions,Unhealthy,Stay indoors with windows and doors securely closed,47.5285
0.877,11.73,19.6,2.27,Natural background air,Moderate,Enjoy outdoor activities but with caution,10.2385
2.613,12.7,98.32,0.18,Domestic cooking/heating smoke,Unhealthy,Postpone outdoor sports and strenuous activities today,50.4665
0.334,0.7,19.49,1.26,Natural background air,Moderate,Keep an eye on air quality updates hourly,9.912
2.153,74.3,66.06,38.8,Industrial emissions,Unhealthy,Postpone outdoor sports and strenuous activities today,34.1065
4.497,20.14,80.96,2.26,Domestic cooking/heating smoke,Unhealthy,Use an air purifier to improve indoor air quality,42.7285
6.602,67.09,57.7,9.26,Traffic congestion,Unhealthy,Ensure proper ventilation with an air filter system,32.151
4.807,74.64,45.78,6.79,Traffic congestion,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,25.2935
1.447,8.66,236.94,0.29,Construction dust,Very unhealthy,"Cancel all outdoor activities, including school sports",119.1935
5.226,16.97,131.29,3.03,Biomass burning,Unhealthy,Ensure proper ventilation with an air filter system,68.258
1.208,66.43,55.67,35.21,Industrial emissions,Unhealthy,Stay indoors with windows and doors securely closed,28.439
4.431,14.37,110.43,6.41,Biomass burning,Unhealthy,Consider wearing an N95 respirator mask outdoors,57.4305
1.297,2.59,277.16,6.13,Construction dust,Hazardous,Use high-quality N95 respirator masks if unavoidable,139.2285
0.862,2.62,24.68,2.81,Natural background air,Moderate,Be mindful of your body's health reactions,12.771
0.467,6.14,19.5,3.86,Natural background air,Moderate,Stay informed on daily air quality forecasts,9.9835
6.086,32.41,130.25,0.34,Waste burning,Unhealthy,Stay indoors with windows and doors securely closed,68.168
5.322,12.04,187.21,4.43,Biomass burning,Very unhealthy,Use an air filter or purifier in your home,96.266
1.412,37.98,36.31,24.77,Power plant emissions,Unhealthy for sensitive groups,Monitor your symptoms and seek medical advice,18.861
4.875,11.5,120.52,9.09,Waste burning,Unhealthy,Stay indoors with windows and doors securely closed,62.6975
6.526,20.66,182.67,2.62,Waste burning,Very unhealthy,"Cancel all outdoor activities, including school sports",94.598
2.193,35.32,31.33,42.32,Power plant emissions,Moderate,Enjoy outdoor activities but with caution,16.7615
1.344,5.92,0.03,0.6,Natural background air,Moderate,Continue with normal activities but remain vigilant,0.687
0.495,9.68,237.52,8.25,Construction dust,Very unhealthy,"Cancel all outdoor activities, including school sports",119.0075
5.662,10.6,150.97,2.66,Waste burning,Very unhealthy,Postpone all unnecessary outdoor travel and work,78.316
8.837,31.23,36.67,3.98,Traffic congestion,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,22.7535
7.161,65.45,37.73,9.72,Traffic congestion,Unhealthy for sensitive groups,Limit time spent in high-traffic or dusty areas,22.4455
2.278,18.71,142.39,4.34,Domestic cooking/heating smoke,Unhealthy,Ensure proper ventilation with an air filter system,72.334
4.392,19.44,153.41,3.5,Biomass burning,Very unhealthy,Use an air filter or purifier in your home,78.901
1.757,29.01,47.11,49.46,Power plant emissions,Unhealthy for sensitive groups,Sensitive individuals should limit strenuous outdoor efforts,24.4335
2.421,40.24,55.86,23.44,Power plant emissions,Unhealthy,Avoid all non-essential outdoor physical exertion,29.1405
0.108,6.86,13.74,4.44,Natural background air,Moderate,Continue with normal activities but remain vigilant,6.924
1.682,59.92,43.18,29.09,Power plant emissions,Unhealthy,Ensure proper ventilation with an air filter system,22.431
9.655,49.92,58.64,9.05,Traffic congestion,Unhealthy,Stay indoors with windows and doors securely closed,34.1475
1.427,39.98,65.2,27.31,Power plant emissions,Unhealthy,Stay indoors with windows and doors securely closed,33.3135
2.378,4.91,145.68,1.75,Domestic cooking/heating smoke,Unhealthy,Consider wearing an N95 respirator mask outdoors,74.029
4.552,8.61,118.72,4.35,Biomass burning,Unhealthy,Ensure proper ventilation with an air filter system,61.636
1.659,49.57,68.31,29.82,Power plant emissions,Unhealthy,Wear a high-efficiency particulate air mask outdoors,34.9845
2.776,10.86,125.39,0.09,Domestic cooking/heating smoke,Unhealthy,Use an air purifier to improve indoor air quality,64.083
5.803,48.43,50.17,2.97,Traffic congestion,Unhealthy for sensitive groups,Children and seniors should reduce prolonged exertion outside,27.9865
9.643,74.85,45.93,9.22,Traffic congestion,Unhealthy for sensitive groups,Monitor your symptoms and seek medical advice,27.7865
1.807,80.08,72.41,26.93,Industrial emissions,Unhealthy,Stay indoors with windows and doors securely closed,37.1085
4.022,1.43,129.75,3.11,Biomass burning,Unhealthy,Use an air purifier to improve indoor air quality,66.886
1.13,72.02,116.65,30.44,Industrial emissions,Unhealthy,Stay indoors with windows and doors securely closed,58.89
2.876,35.37,46.61,41.32,Power plant emissions,Unhealthy for sensitive groups,Avoid strenuous outdoor work or physical exercise,24.743
4.701,38.49,33.61,1.61,Traffic congestion,Moderate,Stay informed on daily air quality forecasts,19.1555
